"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"SMP","Standard Motor Products, Inc.","24.02","548077719.14","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/smp",
"FDI","Fort Dearborn Income Securities, Inc.","16.01","140498396.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdi",
"EQR","Equity Residential","57.21","18619727703.36","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"KEM","Kemet Corporation","6.48","291092155.92","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/kem",
"JMI           ","Javelin Mortgage Investment Corp.","19.05","142875952.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jmi           ",
"JBT","John Bean Technologies Corporation","18.33","530205643.11","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt",
"TSI","TCW Strategic Income Fund, Inc.","5.83","277566177.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tsi",
"BNNY","Annie&#39;s, Inc.","40.65","704803480.35","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bnny",
"TSN","Tyson Foods, Inc.","23.8","8437922075.8","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/tsn",
"CRD/A","Crawford & Company","5.85","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crd/a",
"KWN","Kennedy-Wilson Holdings Inc.","25.17","0","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"CAF","Morgan Stanley China A Share Fund Inc.","25.27","552944620.55","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"FMN","Federated Premier Municipal Income Fund","16.17","99878888.34","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"CVRR","CVR Refining, LP","30.25","4464900000","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"BCE","BCE, Inc.","44.52","34519990835.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bce",
"LRE","LRR Energy, L.P.","18.41","289193006.34","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lre",
"TAP","Molson Coors Brewing  Company","46.48","7271627417.04","n/a","1996","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"PL","Protective Life Corporation","32.36","2560955223.16","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pl",
"NNA","Navios Maritime Acquisition Corporation","3.07","148086708.91","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"FR","First Industrial Realty Trust, Inc.","15.98","1572013052.34","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fr",
"DNY","The Denali Fund","18.362","76332982.354","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dny",
"INFY","Infosys Limited","53.48","30558609229.68","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"RXN","Rexnord Corporation","20.5","1989979895","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
